id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,target
582,A,B,A,C,B,B,A,D,C,I,0.6170208433216313,0.6794279615806244,0.6270992507967986,0.4978058755530851,0.2809270831059996,0.20426435581202748,0.3030606596977931,0.25119317952221226,0.9350097024727302,0.14768801183454178,0.9333189105692824,0.7350546585436013,0.3464750433523488,0.7900881866542142,10.03292983776837
584,A,A,A,A,B,D,A,E,A,F,0.7756716861478848,0.6181682669895894,0.17820187053314507,0.5932718479876368,0.2784003060072072,0.8308366702498624,0.7025486551074109,0.30076240884368594,0.8709351926924659,0.6946567857857551,0.5711224807534839,0.751980642396071,0.8473714076695473,0.8182433609450007,7.904208988116188
585,A,A,A,A,B,B,A,E,E,N,0.3869881399700751,0.6300454126173971,0.5694885166248433,0.3855987251259149,0.4860546834996372,0.3961409572318448,0.3661583486273932,0.25023227822041233,0.3531705553316931,0.32805851008202463,0.32857682305813896,0.28913396357959165,0.3070938981765265,0.8043769659252136,8.448248917386163
586,A,A,A,C,B,D,A,E,C,I,0.5449224000454838,0.6195579437476977,0.5502422240252332,0.16567412869011092,0.2804555810294833,0.39252128886048093,0.4120806124176898,0.2392470261956505,0.3761421202600291,0.3078458952132985,0.632982636463542,0.7132300481982462,0.6117298123717676,0.7352422300888435,6.862151960990803
588,A,A,A,C,B,B,A,E,C,F,0.5170773350197004,0.6164790377886951,0.8345533919662694,0.19477356732064696,0.4552033837364995,0.3583916654749124,0.3657044042792261,0.31966275366347524,0.20345226472540293,0.4425199116568136,0.5608173198824992,0.3408906476859085,0.3556610029427797,0.6706598196349709,8.383508869620288
589,A,B,A,C,B,D,A,E,C,F,0.8371108638451458,0.7298423359342492,0.12072137950472275,0.7522160934127589,0.4498843846640264,0.8671965185993094,0.4493122628930188,0.9415925228177382,0.7865118845514971,0.8471509696604708,0.38245913586384345,0.7136672762988887,0.6828498875781789,0.6738434501037213,8.386738104300514
591,A,A,A,C,B,D,A,D,G,N,0.9388552140933728,0.6678296150581123,0.3322263848474763,0.6089619525326708,0.2791711157222443,0.9989965071015636,0.5185235807130545,0.7671387366175481,0.9090518555559214,0.8068897048382146,0.6004538537854193,0.8920835923883741,0.8435222108288702,0.383936303032772,7.926126881680125
594,A,A,A,A,B,D,A,E,E,L,0.5491811420871119,0.094091416988598,0.3043155878864423,0.5949800505943833,0.4732248925896183,0.8794517483448776,0.5612025723106578,0.643072386166056,0.4354977577692489,0.8143681432298046,0.7043881278402742,0.7953989376260544,0.9190485486014548,0.3305708507118159,6.99842215562125
595,A,A,A,C,B,D,A,E,E,M,0.3864652102592669,0.4193642764975398,0.6179167519586751,0.401150610710474,0.7359075001999418,0.3809540658195972,0.3345631450517634,0.2790368908104465,0.9501251211059316,0.40362813628289096,0.3724985168653713,0.2476743125743471,0.4970959062905137,0.2857070638544674,7.7641845244658025
596,A,B,B,C,B,B,A,E,E,L,0.33325518513226016,0.7116939939999394,0.19785128597536852,0.3088359104826473,0.6938634239884114,0.2127709914988655,0.2699286191331621,0.2896211392473603,0.2272549212481947,0.3367580534298907,0.2788653578205753,1.007555083851111,0.29813776717877155,0.7180277490973499,7.191895650213391
597,A,B,A,C,B,D,A,D,G,L,0.9154153567357006,0.2977253644047954,0.1256122032057468,0.7417428405934049,0.27887263599262085,0.8509415671357092,0.6328549217791606,0.7733091137698304,0.8862679898675538,0.8001033437873559,0.6140460875107038,0.7879142136652375,0.8705062291194371,0.42058402954336055,6.445095084745119
598,A,A,A,A,B,D,A,D,C,F,0.4723450253057326,0.5514863202533303,0.08974559954456082,0.30179846397111104,0.545238147039799,0.3296298030763542,0.386469935069682,0.4711572726566667,0.7693856074009724,0.5657595716377624,0.4473537030643313,0.7347682900386857,0.6512799815928902,0.2848382106515232,8.891451063466329
599,A,A,A,C,B,B,A,E,C,A,0.5042831990336095,0.6550861585290538,0.6744189630600714,0.33415376328085983,0.8213810982527718,0.3854553621624996,0.35749272781092273,0.3257197081689241,0.4501900002351701,0.3754840846916508,0.35897383526734794,0.21082181914507508,0.3627061946738844,0.6749989837432966,6.226267875927903
600,A,B,A,C,B,B,A,E,C,F,0.4624712963239567,0.7528626726184757,0.7854703769945318,0.19719464918152668,0.7977188950192641,0.4532736120572582,0.3639655426858208,0.6881716414235071,0.481323570402427,0.4040029680923747,0.6018282581160209,0.4052681402025954,0.3626558624358113,0.796822421767019,7.449733218698815
601,A,A,A,C,B,D,A,E,C,F,0.3883823695239904,0.6516325011146259,0.4810041439383972,0.8028400909499208,0.4640917373680684,0.47557791454862497,0.516061825986468,0.6531536217590844,0.09369153849930577,0.3695637590805264,0.4080743664573351,0.3362816754661426,0.2973853922385305,0.3648860460227655,7.530745895455609
602,A,B,A,A,B,B,A,E,C,H,0.36485903929910585,0.4849074599141154,0.46629059768892994,0.29261462123007,0.2807052267275152,0.2395324824598856,0.4330374883330375,0.4341382894401074,0.3840541065777231,0.4900790286468727,0.3420914830235028,0.4101270399691583,0.31605345081787434,0.2816883790004572,7.701705167041438
603,A,B,A,C,B,B,A,E,E,F,0.3692322937787868,0.7083683573449674,0.6152928530338886,0.2536435270212849,0.7313368468084456,0.2270231494004499,0.2393933062099067,0.2597363670020101,0.23258391149665736,0.2696033238460406,0.1554978589617262,0.2241200886598713,0.4753703641892935,0.20318386975159985,8.682469400579553
604,A,B,A,C,B,D,A,E,G,F,0.9674707033339268,0.2466024970348487,0.2974065316466204,0.7855530151613225,0.4172122463442868,0.8335750261520424,0.6007639896496288,0.8149757040133379,0.7661093177234446,0.5646286168887186,0.4506650552788637,0.31116252350625906,0.7300387692252667,0.8217516631597809,7.384768602404799
605,A,A,A,C,B,B,A,E,C,K,0.3184238059038065,0.7884817846119732,0.5274551415358522,0.5378158441822647,0.7612316699328069,0.3256900318324765,0.3744083199678419,0.3682876688468167,0.3187308857461762,0.391238739291187,0.2285005325326493,0.7106946507287236,0.44235733172151737,0.7305616200374622,6.530535906062088
606,B,A,A,C,B,B,A,E,E,I,0.30999278336441943,0.4902974780978639,0.4683045026869042,0.18250613966510684,0.7567816991157652,0.3656666107647956,0.4033971941180371,0.3682292699515564,0.3847894184283212,0.5146381699428374,0.2439182931470227,0.4442525014720422,0.34418321875291163,0.31652174180921305,7.652782795242376
607,A,A,A,C,B,B,A,E,C,L,0.33412733705857833,0.7564980523779233,0.4601952319026347,0.18687139789012566,0.2790844241704424,0.23131571241244986,0.362695159492044,0.24171553129317885,0.4485192098481132,0.4281773618897744,0.253011602106993,0.28555444612057185,0.3368294234496903,0.19731738305283325,7.19333511590993
609,A,A,A,A,B,D,A,E,G,L,0.4924140924726999,0.4203262747023224,0.5317481032574419,0.7565949985539903,0.7355105893188598,0.4822774140084429,0.3250458620128288,0.5388386185130214,0.7759796608854533,0.8294037277536082,0.6130109649579265,0.7075572721348052,0.8219495970088541,0.4117773740547874,7.859571257326013
610,A,B,A,A,B,B,A,E,C,G,0.4814530177271667,0.7787022031081753,0.7215645652366764,0.20045889632805408,0.27929692677028434,0.4520922219542058,0.8430549283247308,0.35110474196925706,0.5550805738328927,0.6768013098262153,0.667049654332427,0.8705250433026974,0.37458879398816064,0.6691338409396257,7.498246225073194
611,A,A,A,C,B,B,A,D,C,F,0.6491982935203467,0.8231542279227179,0.5178274355180684,0.14476654352464313,0.6727384225498729,0.6019493573501543,0.43390710148572736,0.5352149028990916,0.462150192404257,0.4294609018738032,0.5748288178390731,0.5231719641510678,0.2769838174818302,0.3311133724327014,7.829200494939033
613,A,B,A,C,B,B,A,E,C,L,0.2916412795866377,0.14166540393878266,0.3996032930164609,0.18595465592917212,0.4872550448903428,0.2548550100837773,0.2750816402420442,0.2376086108164732,0.35050080972513914,0.34189640467880666,0.3105444538669868,0.5694980598345771,0.29065478682032203,0.28977721628195896,8.357100776319605
615,A,A,A,C,B,D,A,E,C,J,0.8513274517806644,0.5531921761655788,0.3001466905879233,0.7648903073212295,0.4571271728645546,0.9582305950848378,0.4077734677643024,0.9474150121756711,0.5458990515033683,0.9457003892969946,0.6069930421275044,0.7210305749983479,0.7932860548317529,0.3602035281809653,7.000567794588497
618,A,B,B,C,B,A,A,E,E,L,0.25454059158893,0.4207651255408839,0.2583333911641279,0.4916877555035983,0.8586281774035366,0.26195616085790085,0.2479029922700517,0.30984344351771154,0.3072071008248867,0.3167076004359872,0.17491834034593048,0.24481224128924856,0.3740140341901156,0.36109791276679376,7.207734806168223
619,A,A,A,C,B,C,A,E,G,M,0.9380240691570362,0.5554189659740666,0.13899707007038298,0.21672882576868974,0.4961939092388185,0.8347730110934307,0.5623912443803146,0.4590006142736205,0.4087592684323574,0.8000787544702138,0.8083228785369803,0.7390630552353897,0.8625354929175937,0.3539654593599357,7.777283525488328
620,A,B,A,A,B,D,B,E,C,L,0.8654994673217993,0.2944744172446737,0.4120542809286956,0.1707659348753578,0.279376000885325,0.7975468551983447,0.8089379075015861,0.6349231302999854,0.7831707287297485,0.7741686537085151,0.6741312491184486,0.8265102027805974,0.8283350095877943,0.3878701861791821,7.735288378097799
621,A,B,A,A,B,B,A,E,C,F,0.4241317577725904,0.6730319209043739,0.7233724571922704,0.21558054775034374,0.8902031695169603,0.2784585626580324,0.17756974347795998,0.25066183918881546,0.2925346766818445,0.4467168004423072,0.5833516012530359,0.3020750128988713,0.3823781939632951,0.4071207795428646,7.642430148651918
622,A,B,A,C,B,D,A,E,C,I,0.5405951894635946,0.6172566898085375,0.2667123081063393,0.16667002602882802,0.4686917315062262,0.4629627297067666,0.3073791458311006,0.28969664227685504,0.4192974765349226,0.38192934031574144,0.39031468092226296,0.2238470306730907,0.6313773901699862,0.3928142249303143,6.445773105476845
623,A,A,A,A,B,B,A,E,C,F,0.29072881051474864,0.7508392370095069,0.628857041179958,0.16212273905255986,0.28098758076909697,0.3405612511473355,0.5806150581446321,0.34803512340284176,0.2334906798218489,0.8102202022747838,0.707039264346756,0.5908372628149687,0.3654888708476609,0.673684076118934,8.690061208455237
624,A,A,A,C,B,D,A,E,C,A,0.7167931506474235,0.6418202428540533,0.6939865733314297,0.7582126440715445,0.27978353179580223,0.6345776039414817,0.5065393670345091,0.2625995906838213,0.48910413016099497,0.3932863653220858,0.6461940467845323,0.7036776779452241,0.6687153029933952,0.26829438908982994,7.5234738903537615
627,A,B,A,C,B,B,A,D,C,I,0.6622018247417182,0.7732811497718843,0.3360395383896474,0.8541640846982699,0.2778632830733485,0.4003142122785664,0.8966922454936104,0.347272740292546,0.3565984977289177,0.5031655394858371,0.5980554318474246,0.3797239494417515,0.2909884864872317,0.7172736612792565,7.5529581774002885
628,A,A,A,C,B,D,A,D,G,I,0.7297980404627452,-0.0030049314700976715,0.40766925119569786,0.7993394154210657,0.2579937283128323,0.4580580957228197,1.0110712531519903,0.7536771897968562,0.5053387878446618,0.8821222423270083,0.6546826098113412,0.7854091829888955,0.7193664004333117,0.3357876840510723,7.106563161502511
629,A,A,A,C,B,B,A,E,D,O,0.3435437714477593,0.5543596325884805,0.5753943665014831,0.1903693868422611,0.2780876135440001,0.21841797152852294,0.2480687825286193,0.6708047345820779,0.15665099028208895,0.31197273079913523,0.19862826524313335,0.4622888708456545,0.3057923915923268,0.20812240679110228,6.662765204151065
630,B,A,A,C,B,B,A,E,C,I,0.4910478464210593,0.6179177711094612,0.3593083207366353,0.21045196462255966,0.2571938182714777,0.4207572706785872,0.4298691347752585,0.22643306157090734,0.33445865985410617,0.44275715908742896,0.1693664691392998,0.3138334663883081,0.3196437419085334,0.8127007578266477,7.420197142176635
632,B,A,A,C,B,D,A,E,C,F,0.7158400999874619,0.35955467787098794,0.5278350784859476,0.780450432348475,0.4638851303462586,0.9197956407808346,0.6847044655926747,0.6813885810401307,0.8397387159669685,0.8254540370431389,0.6248004410641873,0.9152173097342082,0.8334429947323179,0.8462624653684723,7.006928970960955
634,A,A,A,C,B,D,A,D,G,O,0.4610531968568317,0.35896685285817553,0.5759755662366854,0.7793389904509783,0.7555972405860859,0.7707666873899219,0.34355983583139243,0.6528352081156431,0.6175249960047329,0.4637035123460183,0.4935535605831128,0.3957555383717315,0.7578188547210929,0.8345406285324272,6.2242205312388945
635,A,B,A,A,B,D,A,E,C,F,0.5859240836050925,0.6305267011565121,0.15681033047990434,0.7497058197569837,0.4696769638887878,0.385942577515266,0.3908596515489242,0.3011800640073318,0.44635791659159896,0.6921271246517932,0.6996583152190727,0.4789080332427849,0.7616632839244171,0.6901545141376393,7.679786866517413
637,A,B,B,D,B,A,A,E,E,F,0.2795160260383985,0.4884683817224609,0.17360587931844726,0.4444064308622309,0.27704177286984794,0.2801346318168547,0.2745976238035119,0.3785472037422273,0.2918779413202451,0.2692087155144752,0.18635136847778672,0.3099533787466294,0.4489920427953743,0.5100504978564133,6.933293302058945
638,A,A,A,A,B,B,A,B,E,F,0.31610489350620496,0.6168941938706146,0.4724622239112267,0.1679167751557147,0.4137293019399177,0.2588013786084974,0.29882796753474955,0.3016541561219501,0.139640316742542,0.3049120027332607,0.16545259380424185,0.2321493689765522,0.2954557639050152,0.2589332953233537,8.060871356034134
640,A,A,B,C,B,B,A,E,E,I,0.5157276397522711,0.2956926716194572,0.6372007931211093,0.7510932524279473,0.8389110517272086,0.27192362099621914,0.20287979483515434,0.5919299441798721,0.2567373281778011,0.34416900305131604,0.32513710963379083,0.1537939328947769,0.3058467030135953,0.3658102691175829,7.4881513052998745
643,A,B,A,A,B,D,A,D,C,I,0.5205756975338162,0.7418333795334944,0.2873659230074251,0.8250000061499306,0.7007709614181294,0.8078168385398871,0.3725924312046525,0.9558980197814108,0.5578222029697263,0.6754913187056689,0.7532846974943848,0.7250335086890718,0.7084265749514069,0.18486324009009872,8.10937669871122
648,A,B,A,A,B,B,A,E,E,H,0.3910130654388004,0.0249606312187481,0.1323728037371279,0.16175659523419725,0.2786735779075033,0.4621627763718286,0.3221898799311173,0.26329076958191266,0.3744334502306381,0.29563150080228473,0.15764785006296764,0.18092449575364666,0.3365867349491462,0.4925651847587362,6.990436184168737
652,A,B,A,C,B,B,A,E,C,F,0.5118013486304983,0.6446290004788553,0.7547434812239489,0.20121868686981192,0.7728452092546979,0.3994339573797713,0.783516316896075,0.34433428984766984,0.3729433017329344,0.5419845347200593,0.7120989178432637,0.7097856036847613,0.3692689109003799,0.47476021821814,8.747272340364031
654,A,B,A,C,B,A,A,E,E,M,0.4458205354963303,0.05443996070952399,0.461235386286213,0.5109988876879616,0.2795522553707511,0.3840715123918794,0.33789545340793753,0.27878866485607456,0.3648582375689027,0.3734813760470712,0.4303885224245683,0.2490614740578649,0.6530101951305141,0.40036090154108267,6.855063242678498
657,A,A,A,C,B,B,A,E,G,F,0.23093566207500915,0.6997197863964121,0.4660787990697347,0.2153199382813419,0.2779894417467802,0.6624659473616106,0.4537455103352394,0.27334106122302704,0.2920732153520396,0.6831173992040487,0.612191256683668,0.6967347837372916,0.34750629079802314,0.21273648932806533,6.61142013936247
658,A,B,A,C,B,B,A,E,C,H,0.4968255791532645,0.30043861551468753,0.5518860185760728,0.21405076818253346,0.4134619055670996,0.4005579788432072,0.3685939982270928,0.2425385699141128,0.3947046285261319,0.36917904917754985,0.3321813656489343,0.3746685513631218,0.3210640791888937,0.7677588764242812,8.83419563815188
659,A,B,A,A,B,D,A,D,G,F,0.8914717730271691,0.7624766857917452,0.15387700081317518,0.7130924234156351,0.2816748516593954,0.7861135677349399,0.7955206742373258,0.3439516018923681,0.8725633684764481,0.8414469669939963,0.6263838825018921,0.6399045120393654,0.7893136134027334,0.659950255562977,8.057243756958213
660,A,B,A,C,B,B,A,E,A,I,0.46953301767371103,0.7978260057891575,0.3575343864269919,0.2266947689278839,0.7412510372423825,0.3638601870472373,0.6715376413119103,0.275980103911334,0.4253896004136681,0.5410183697805799,0.4617834931178645,0.715872248500994,0.3596568608083553,0.3787041707690797,8.381731540280933
661,A,A,A,C,B,D,A,D,C,F,0.4044318992280187,0.6608573803122096,0.3136615394470703,0.3628162196382403,0.281448925256612,0.7489429984617463,0.4152721427482403,0.2684338591001821,0.5240815873593061,0.5451991858243657,0.698536684819735,0.7328183648729635,0.7185331949790323,0.1938653019448009,9.224096216971533
663,A,A,A,A,B,D,A,E,C,I,0.740417149581057,0.2943553153361573,0.4432087791978596,0.7837931654316301,0.27981361303185803,0.6025708282234737,0.5630353474895209,0.3080132673389435,0.5013817326528919,0.8111437064695334,0.6896383044274393,0.7409301987072402,0.6695639427720926,0.3340364753171139,6.10484390620381
664,A,B,A,A,B,B,A,E,A,J,0.6472223557406315,0.5522764240712167,0.3247761548028185,0.2532279663479312,0.2834052565703895,0.6760389524734626,0.5900047733150574,0.5335028114503187,0.935614010256936,0.8068301126883299,0.6453562871082198,0.6222918023459892,0.8028257106120035,0.2720962567128177,7.762851661101802
665,A,A,A,C,B,B,A,E,E,K,0.2945610407165368,0.2442876742163973,0.458112483037085,0.807851893059487,0.4177464290799581,0.3610686185354581,0.3625302619674741,0.31855230206337154,0.1571910493446915,0.312878486832828,0.4545301663694795,0.3398645232338313,0.3594581958224514,0.7938617209151644,6.137755069298726
666,A,A,A,C,B,B,A,E,C,O,0.4484824050502905,0.7364005177577944,0.5067902748709084,0.2340578342492212,0.2813167018332283,0.4511475887426637,0.3768792237875034,0.5754356030967179,0.5143592315499972,0.4553488292653196,0.3223667352707647,0.6176296880144542,0.28883439810118994,0.21194014515906215,7.826720097049535
